iter	R2	RMSE
114	0.04409889524	0.0006248622693
115	0.04418739357	0.0006248333434
116	0.04426710594	0.0006248072881
117	0.04435759102	0.0006247777103
118	0.04444158312	0.0006247502536
119	0.0445324417	0.0006247205509
120	0.04462335568	0.0006246908287
121	0.04473375297	0.000624654735
122	0.04485360249	0.0006246155486
123	0.04496858445	0.0006245779514
124	0.04508091303	0.0006245412196
125	0.04519769367	0.0006245030297
126	0.0452793157	0.000624476336
127	0.04536896659	0.0006244470153
128	0.04546254236	0.0006244164095
129	0.04552130286	0.0006243971899
130	0.04559574548	0.0006243728402
131	0.04571706852	0.000624333154
132	0.0458875179	0.0006242773939
133	0.04597732083	0.0006242480141
134	0.04607678043	0.0006242154734
135	0.04617821911	0.0006241822835
136	0.04629943275	0.000624142621
137	0.04638091566	0.0006241159575
138	0.04649642074	0.000624078159
139	0.04656082721	0.0006240570813
140	0.04669909773	0.0006240118284
141	0.04678217654	0.0006239846369
142	0.04686010772	0.0006239591292
143	0.04693896621	0.0006239333169
144	0.0470351461	0.0006239018334
145	0.04710733635	0.0006238782016
146	0.04716896437	0.0006238580267
147	0.04725161246	0.0006238309696
148	0.04734067158	0.0006238018123
149	0.04740724224	0.0006237800167
150	0.0475164119	0.0006237442722
151	0.04756359423	0.0006237288231
152	0.04765595693	0.0006236985792
153	0.04773338995	0.0006236732229
154	0.04782146298	0.0006236443812
155	0.04788203173	0.0006236245456
156	0.04803315833	0.0006235750507
157	0.04811886291	0.0006235469802
158	0.04822843227	0.0006235110915
159	0.04830732332	0.0006234852499
160	0.04835054639	0.0006234710913
161	0.04846995982	0.0006234319734
162	0.04856745496	0.0006234000337
163	0.0486669723	0.0006233674299
164	0.04877062749	0.0006233334685
165	0.04888695907	0.0006232953518
166	0.04898756814	0.0006232623847
167	0.04906116002	0.0006232382694
168	0.04910374618	0.0006232243139
169	0.04917583873	0.0006232006885
170	0.04926002505	0.0006231730986
171	0.04935839145	0.0006231408601
172	0.04949823551	0.0006230950249
173	0.04958083824	0.0006230679495
174	0.04968475585	0.0006230338858
175	0.04975733956	0.0006230100922
176	0.04982686064	0.0006229873016
177	0.04987269952	0.0006229722741
178	0.05001719398	0.0006229249018
179	0.0501204594	0.0006228910442
180	0.05021220529	0.0006228609619
181	0.05029473724	0.0006228338995
182	0.05040007111	0.0006227993586
183	0.05057240389	0.0006227428435
184	0.05067547528	0.0006227090396
185	0.05074760833	0.0006226853813
186	0.05081943574	0.0006226618224
187	0.05090215208	0.0006226346908
188	0.05096944112	0.0006226126187
189	0.05105790512	0.0006225835996
190	0.05112508111	0.0006225615627
191	0.05117351995	0.000622545672
192	0.05125014727	0.0006225205331
193	0.0513076195	0.0006225016777
194	0.05138732349	0.0006224755275
195	0.05145539969	0.0006224531914
196	0.05155981553	0.0006224189307
197	0.05164202729	0.0006223919541
198	0.05169940949	0.0006223731243
199	0.05174340299	0.0006223586876
200	0.05179791639	0.0006223407983
201	0.05185838571	0.0006223209538
202	0.05194158811	0.0006222936479
203	0.05201511269	0.0006222695171
204	0.0521035109	0.0006222405036
205	0.05223762282	0.0006221964836
206	0.05230548468	0.0006221742079
207	0.05239640955	0.0006221443605
208	0.05253370569	0.0006220992883
209	0.05257668997	0.0006220851765
210	0.05262503196	0.0006220693055
211	0.05271249332	0.0006220405902
212	0.05279823984	0.0006220124366
213	0.05285356286	0.0006219942715
214	0.0529433705	0.0006219647823
215	0.05302084086	0.0006219393431
216	0.05309907719	0.0006219136512
217	0.053177191	0.0006218879986
218	0.05323017102	0.0006218705993
219	0.05327670254	0.0006218553173
220	0.05334181846	0.0006218339313
221	0.05345006405	0.0006217983785
222	0.05350845661	0.0006217791988
223	0.05357085154	0.0006217587039
224	0.05365244583	0.0006217319016
225	0.05373782215	0.0006217038557
226	0.05382124322	0.0006216764508
227	0.05388845257	0.0006216543708
228	0.0539320408	0.0006216400506
229	0.05399484741	0.0006216194158
230	0.05407724808	0.0006215923425
231	0.05417081761	0.0006215615982
232	0.05421790294	0.0006215461267
233	0.0542562793	0.0006215335165
234	0.05434820048	0.0006215033109
235	0.05440175845	0.0006214857109
236	0.05446583719	0.000621464653
237	0.05453163235	0.0006214430303
238	0.05459740775	0.0006214214133
239	0.05467956789	0.0006213944104
240	0.05474931177	0.0006213714873
241	0.0548108883	0.000621351248
242	0.05491777761	0.0006213161134
243	0.05501539589	0.0006212840245
244	0.05508169404	0.0006212622301
245	0.05513504573	0.0006212446911
246	0.0551989856	0.0006212236706
247	0.05524720455	0.000621207818
248	0.05528549682	0.0006211952286
249	0.05534334064	0.0006211762108
